LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,TARGET_DEFAULT
266319,1,2,1,59,1,2,2,7,5,6,43684,63107,828,-221,219175,1717,0,0,2019,574,104,407,0
399144,1,1,2,50,0,0,0,0,0,0,28541,64093,81433,85278,77147,38388,1908,895,3267,2141,9713,2180,0
47559,1,1,2,23,-1,-1,-1,-1,-1,-1,-1719,1378,904,-722,-1634,819,57,0,2515,1422,1530,2679,0
13230,1,3,1,62,3,2,3,3,2,2,28747,37107,32466,30075,39763,45291,0,122,0,16,7,0,0
47742,1,1,2,24,-1,-1,-1,-1,-1,-1,13600,1047,-653,5096,-71,694,612,8415,1826,1986,10716,2690,0
187477,1,1,1,25,-1,-1,-1,-1,-1,-1,-956,8510,-2018,-175,-293,545,595,2966,0,10538,8113,406,0
61416,2,2,1,22,2,2,0,0,0,0,51167,64766,24869,61117,38863,39909,2329,15,2538,1796,1331,2513,0
46508,2,2,2,27,0,0,0,0,0,0,37579,71850,38216,73857,43382,44116,2104,291,555,1941,15142,1792,0
45119,1,2,1,33,-1,-1,-1,-1,-1,-1,78,3273,-1611,-1379,-242,-488,179,378,788,331,1248,0,0
136670,1,3,1,40,0,0,0,0,0,0,168916,113545,160485,136912,128043,114968,1051,0,1970,1078,8060,14923,0
90541,1,6,2,29,0,0,-1,0,0,0,30669,26739,-2378,-1592,474,892,4137,0,780,810,0,0,0
193963,1,1,2,29,0,0,0,0,0,0,241404,370039,121950,57489,152597,129315,2485,3151,3614,26878,10011,2758,0
159225,2,2,1,27,0,0,0,0,0,0,54621,72358,66506,85399,22566,75759,3034,3652,2625,1164,3712,6982,1
47114,2,3,2,45,-2,-2,-2,-2,-2,-2,-1330,-1744,933,762,-1724,1061,0,255,0,102,0,235,0
86611,2,3,2,57,5,2,2,2,2,2,104800,45322,44058,62465,86884,59682,3552,1776,2466,2044,1434,1973,0
258181,1,3,2,39,-1,-1,-1,-1,-1,0,12538,13078,20682,6439,14172,195125,14384,2198,7374,9175,7657,34942,0
229391,1,2,1,38,0,0,0,0,0,0,245466,175479,89692,155020,324718,159699,6554,2632,2048,3084,8319,14774,0
197538,1,1,2,34,-2,-2,-2,-2,-2,-2,4805,205,-40,-113,-922,-902,3846,0,50,574,108,249,0
126611,1,3,1,33,1,0,0,0,0,0,153354,142305,97744,72795,55442,90751,2671,0,3293,2065,3501,702,0
45729,2,1,2,28,0,-2,-2,-2,0,-2,8819,41710,75,3573,-832,-918,1361,461,14279,430,54,1648,0
64650,1,1,2,23,2,2,2,2,0,0,42739,106590,24969,123915,10939,36187,2859,1411,1993,555,1819,1634,1
140077,2,3,1,40,1,3,0,2,2,3,144385,302917,172519,329925,98403,120435,1276,4572,9331,409,23,11464,0
116425,1,1,1,40,2,2,3,2,2,4,24126,44533,52922,32453,27457,51890,2912,331,0,1359,896,2780,0
382437,2,1,2,26,-1,-1,-1,-1,-1,-1,195249,14369,-1619,2599,6827,626,3818,3858,6269,14458,4582,23219,0
393275,1,1,2,40,-1,-1,-1,-1,-1,-1,-700,1321,-525,6978,15051,19866,1485,0,1971,2394,15578,2502,0
47480,2,2,2,46,0,0,0,0,0,0,23739,54283,29941,37468,28127,41950,4139,0,210,2130,1451,1867,0
50075,1,2,3,31,0,0,0,0,0,0,9860,17861,20128,8153,9852,13182,2974,693,6158,1579,1446,571,0
286367,1,1,1,55,2,6,4,2,2,0,156579,198038,300571,116132,119538,130707,2701,10338,5494,216,10767,3720,0
172309,1,1,2,39,-1,2,-1,0,5,-1,1475,1455,-319,-885,132,-28,3071,580,1384,1583,1314,5225,0
81125,2,3,2,48,0,4,0,2,2,0,67940,140267,49569,74240,25545,129597,9648,0,6118,1905,2441,5521,1
17939,1,3,2,39,0,0,0,0,0,0,16703,17691,10709,24885,10275,16344,7032,376,879,737,3704,137,1
48094,1,1,2,40,7,0,0,0,0,0,1774,35155,42430,12415,10443,1460,8377,326,1797,528,0,2414,1
12247,1,3,1,37,1,4,3,2,2,2,6018,38448,26082,23118,34925,40225,0,0,187,1237,347,369,0
201774,1,1,2,35,-1,-1,2,2,0,2,4374,39399,1210,-1437,-394,510,2102,1500,5053,1374,208,13515,0
63627,1,1,2,29,0,0,0,0,0,0,68131,116344,93411,77980,70665,44402,3406,1930,9100,3660,7729,1902,0
284726,1,4,1,37,-1,-1,-1,2,-1,-1,176618,257785,254948,146349,264071,248879,25747,9830,18031,4994,7544,14967,0
102361,1,2,2,34,7,3,4,4,3,2,58290,60946,33294,48109,97545,39220,1019,16,0,900,1406,1440,0
43166,2,3,1,39,3,2,3,3,2,7,38,2167,1648,1852,-452,1060,0,0,0,0,263,313,1
53312,2,1,2,33,-2,-2,-2,-2,-2,-2,-826,790,-765,-454,-1316,1015,1095,0,1863,359,1312,2196,0
165724,1,1,2,29,1,-2,-2,-1,-2,-1,-1471,-169,-48,-623,682,1457,314,805,949,1485,1426,1883,0
357004,2,1,1,33,-2,-2,-2,-2,-2,-2,817,1415,-691,7024,5024,14514,4106,5475,1384,12220,138,68042,1
51314,2,5,2,58,0,0,0,0,0,0,33413,48571,37581,45206,29673,33850,3813,920,1675,1492,3828,2895,0
147616,1,1,2,36,0,0,0,0,0,-2,13873,16770,13161,15843,-1617,29871,3812,135,416,30966,31461,528,0
293979,1,1,2,40,0,0,0,0,0,0,172386,167857,84107,7603,188025,7945,3782,6764,12292,1804,3338,6399,0
51394,2,5,1,23,0,0,0,2,0,0,80785,51578,54724,45366,36930,44961,3055,1589,6620,2108,1042,1596,0
12414,1,1,2,35,1,-1,-1,-2,0,0,10756,15534,-1504,14014,4988,17625,6070,722,4044,6240,5848,17331,0
46492,1,3,3,28,0,0,0,0,0,0,13598,11730,1872,5374,-583,532,132,4135,2318,14,1875,12957,1
23439,2,5,2,34,0,0,0,0,0,0,-548,11033,1338,-1995,435,1152,1701,0,36,2589,750,181,0
47177,1,3,1,38,2,2,1,7,7,6,1629,25955,2047,20630,30923,35882,0,0,0,2292,1294,1521,0
73319,1,1,3,27,0,2,0,0,0,0,84049,61367,88161,63261,29058,59369,4625,381,2044,852,1907,3042,0
339599,2,1,2,33,-2,-2,-2,-2,-2,-2,-1387,246,-337,7527,452,494,0,4358,0,199,428,296,1
185057,1,2,1,37,0,0,0,0,0,0,100029,51866,83465,163053,112227,104034,2286,10975,5572,3024,0,603,0
157326,1,1,2,51,-1,-1,-1,-1,-1,-1,567,2053,-1742,1298,358,622,0,8795,2836,1042,121,425,1
168230,1,4,1,36,0,0,2,4,4,-1,15571,2621,395712,197069,9743,2730,4733,1257,4043,0,3956,125,0
45196,2,2,2,37,0,0,0,0,0,0,24625,10680,13910,6398,765,14763,0,102,199,1159,1555,128,0
164544,2,3,1,37,3,2,5,4,3,3,47529,12561,-33,-565,1115,1655,0,0,0,413,86,137,1
75948,2,1,2,23,1,0,2,-1,0,0,42060,53202,40164,68263,47382,50641,3734,2030,221,1459,2105,1688,1
46115,1,1,2,23,0,0,0,0,0,0,36790,58815,25812,8142,14718,37220,1066,365,544,2286,1142,25401,0
44565,1,3,2,55,0,-1,0,0,0,0,32664,7806,6579,15654,32431,1176,113,1217,1900,2705,436,2125,0
52483,1,3,2,33,1,2,-2,-2,-2,-1,-941,1506,-750,1800,383,952,0,218,22,1468,2217,3117,0
10000,1,1,2,27,2,2,2,2,2,2,28596,19776,17737,1982,22481,36605,64,617,591,2275,608,1943,1
19682,1,1,2,27,2,2,7,7,7,7,-259,22887,2444,31174,50159,3235,0,207,332,184,1151,410,0
484295,1,2,2,31,-2,-2,-2,-2,-2,-2,-3097,-761,-951,-2121,-1690,-1537,0,0,808,376,0,0,0
48308,1,1,2,33,-2,-2,-2,-2,-2,-2,781,1179,-342,-434,-1731,807,1527,0,0,110,3121,1072,0
233532,1,1,1,48,-2,-2,-2,-2,-2,-2,-1611,1231,930,-339,495,109,662,0,0,20,150,342,0
44547,1,3,2,49,1,6,0,2,3,0,6739,1398,69718,5324,1226,299,2325,0,214,394,0,702,1
178797,1,1,1,35,1,2,2,3,2,2,212101,378091,98114,131470,487940,68094,737,6088,367,33820,254,6694,1
15334,2,3,1,41,-1,-1,-1,-1,-1,-1,-2195,1269,-472,-394,-439,10663,0,191,1273,451,3792,550,0
207551,2,1,2,40,0,0,0,0,0,0,90681,99830,80904,62518,70482,47223,3624,278,1125,2813,967,3253,0
230148,2,3,2,33,0,-2,-2,-2,-2,-2,502,-47,-189,-541,-728,1566,1159,115,0,271,0,135,0
273433,1,3,2,32,0,0,0,0,0,0,134989,488239,136242,233681,198767,312445,5445,16741,6628,23831,6922,12909,0
15815,1,3,2,37,0,-1,3,2,0,0,5565,10982,8953,21116,1664,18010,5999,5948,3967,4807,8891,8690,0
342914,1,1,2,33,0,-1,0,0,0,0,34955,54040,-2829,3266,4854,11101,0,632,3129,2364,1458,5178,0
175663,1,3,2,30,3,4,3,4,3,4,259717,196159,129233,170363,226987,144411,0,0,2704,94,3762,5358,1
10867,1,3,1,37,2,2,7,7,7,7,2677,5439,537,746,3125,987,0,548,0,0,0,0,1
47439,2,1,2,49,0,0,0,0,0,-2,1561,18323,28,401,1339,1623,286,0,830,1128,1481,200,1
269649,1,3,2,34,0,0,0,0,0,0,44598,62928,27363,15165,77424,39793,1854,690,18108,4609,958,2454,0
41962,1,1,2,36,0,0,0,0,0,0,54056,57292,40539,43422,16567,52252,2307,809,1696,2044,1992,2991,0
175746,2,3,1,42,0,2,0,0,0,-1,1723,234832,201365,-1125,268727,342,593,487,291,2819,101,178,0
23262,1,1,1,35,0,0,0,0,0,0,31755,9138,15435,617,11711,22724,5991,0,14898,9233,16705,5134,0
75238,2,3,1,55,-1,-1,-1,-1,-1,-1,-653,2660,1489,-912,-163,902,0,955,0,1017,1212,375,0
46241,2,1,2,54,-2,0,-2,0,0,-1,11367,9937,9151,9273,470,247,12747,569,2094,2921,2354,1112,0
137500,1,1,2,28,-1,-1,-1,-1,0,-1,22953,17099,10430,11471,25672,347638,4820,1766,8758,57241,2627,2434,1
388728,1,3,1,44,3,5,5,4,4,3,159327,215389,102277,140763,463592,136283,0,209,1673,482,151,215,0
144055,1,2,2,35,0,0,0,0,0,0,325780,67711,40362,181608,155033,359536,3230,10013,7393,15167,7829,15575,0
189909,1,3,1,34,-1,-1,0,0,0,-1,12428,16373,10243,30813,19143,17485,15676,5901,27642,9065,3588,7087,0
155032,2,3,1,38,1,3,5,4,3,2,115203,131666,303441,225208,288282,123552,5972,649,1140,71,7914,6522,1
73502,1,3,3,52,0,0,0,0,0,0,33218,45358,48020,5953,16763,70804,2679,6748,172,6965,2394,1432,0
159478,1,3,2,34,-1,-1,-1,-1,-1,-1,-2301,-1099,-505,-1925,-1052,-238,0,0,0,291,1786,302,1
190008,1,1,2,27,3,2,2,2,2,3,129456,132253,-647,109080,195854,16795,238,0,580,5262,1504,1980,0
213755,1,1,1,37,-2,-2,-2,4,-2,5,119124,402587,177108,284796,224951,234470,7623,9901,14670,5881,12976,18214,0
47762,1,2,2,59,-1,-1,-1,-1,-1,-1,26977,16105,9012,13028,14124,22735,1319,1652,600,1535,1539,2556,0
50980,2,3,1,23,1,2,7,3,7,7,38796,1260,3694,2500,3116,32817,0,538,440,2044,1027,175,1
191610,2,2,2,35,0,0,0,0,0,0,41442,15445,113795,66170,150393,13267,3493,1812,7697,1851,1327,254,0
348204,1,1,1,41,-2,-2,-2,-2,-2,-2,1076,932,452,-1004,-1224,-1620,2097,0,966,305,0,358,0
170141,2,2,2,48,0,0,0,0,0,0,10315,15389,2405,1199,13158,1971,0,617,1129,532,1243,4550,1
196260,1,3,1,43,0,0,0,0,0,0,188399,11976,11470,2345,13261,1107,2726,9427,17352,2,16800,68,0
290580,1,6,2,40,0,0,0,0,0,-2,34563,22586,39041,-101,12394,23072,4774,1024,887,60,2008,177,0
509486,2,3,1,50,-1,-1,-1,-1,-1,-1,1238,1904,99,-513,135,1581,1973,1899,1270,1538,1615,2320,1
14664,1,2,3,36,0,4,0,0,0,-2,1311,8462,590,10395,-496,27051,590,0,0,394,4156,567,0
350946,2,1,2,27,-2,-2,-2,-2,-2,-2,333,-269,-92,339,-578,541,1266,647,0,194,0,57,0
48455,2,1,2,45,2,2,0,2,0,4,947,1714,-677,49,-128,648,0,0,0,1591,1330,374,1
151536,1,1,1,54,1,-2,-2,-2,-2,-2,-1002,1020,2827,-606,1017,1975,0,813,0,262,248,0,0
361339,1,1,1,43,0,0,0,-1,0,0,151660,206670,291197,112413,14491,304451,8501,4157,7966,2955,8525,2721,0
195474,1,3,1,35,0,-1,-1,-1,0,-1,-1445,-226,-958,3555,-594,404,2155,1622,1853,2316,1149,1771,0
185938,1,3,2,29,-2,-2,-1,-2,-2,0,423208,229771,1051,218008,21814,178049,13415,1235,3840,13431,15559,15832,0
51587,1,1,2,29,-1,-1,-1,-1,-1,-1,42506,1683,-1437,-343,-66,12725,1146,737,0,982,1411,2407,0
13730,2,1,2,22,3,2,8,8,0,6,8583,21331,-1108,8226,-4,1246,0,0,35,354,884,323,0
18519,1,1,2,25,1,4,2,5,4,8,42135,51214,28938,13404,48792,40749,768,1520,0,0,1037,278,1
345675,1,1,2,27,-1,-1,-1,-1,-1,-1,262,8248,-183,11907,-559,7212,5858,654,1111,10864,7916,582,0
158560,2,3,1,41,0,0,0,4,0,8,165263,193862,214207,173128,253550,130095,1955,0,11,152,9,269,0
212487,2,4,2,44,1,0,0,0,0,-2,9642,11872,-400,-311,9323,-250,314,0,5310,0,175,690,0
47404,1,3,3,51,0,0,0,0,0,0,38731,11000,33835,6403,6651,15742,9385,587,438,119,1476,4570,0
45683,1,1,2,25,0,0,0,0,0,0,35587,59604,29035,12027,39669,51869,2395,768,8365,1069,386,5040,0
25551,1,3,2,27,3,7,4,5,4,3,21144,91900,51877,49865,48045,21903,0,0,0,0,2706,4328,0
204629,2,5,2,36,1,0,0,0,2,0,304732,18770,65489,83934,12980,37070,2034,222,791,34729,15136,5853,0
49415,1,1,1,49,8,5,5,2,4,3,92282,69286,131972,186424,384451,293032,12,0,602,137,0,364,0
51810,2,0,1,53,-1,-1,0,0,0,0,36031,9012,24670,3353,12574,45053,770,503,742,2002,2749,2339,0
184629,1,3,1,40,1,0,0,0,0,0,28321,48519,32275,33975,48604,2136,2616,3873,733,6262,3302,4102,0
87557,1,3,0,37,1,-1,-1,0,0,-1,110474,214822,126121,72756,104550,32928,1592,4518,629,2565,9765,28623,0
368453,2,1,1,31,0,0,-2,0,-2,0,10413,8263,10723,9439,3310,19476,2718,10157,1919,14711,98,13273,1
44989,1,1,2,50,0,2,2,0,0,0,45360,71771,49150,18657,57502,52725,3796,3180,4491,1888,550,2215,0
11999,1,3,2,43,1,-1,2,0,0,0,44001,15672,39413,28066,24640,17427,2683,2534,2501,1610,4625,2193,0
191732,1,1,2,32,0,0,0,0,0,-2,997,34,565,148,-1038,1130,3353,0,839,1595,70,405,0
168936,1,3,2,42,-2,-1,-1,2,0,0,341,10121,6611,17675,1035,5608,3755,119,5637,705,1888,6130,0
483451,2,1,2,36,-2,-2,-2,-2,-2,-2,4710,11927,768,4734,-2642,10946,0,6869,385,374,386,109,0
263734,1,6,2,28,0,0,0,0,0,0,235359,316528,18131,203933,16122,142165,2870,7359,34360,0,9000,16628,0
85064,1,3,2,33,0,0,0,0,0,0,39090,33703,26569,39362,32067,42707,1376,0,579,1020,439,2571,0
51030,2,3,3,49,2,0,0,0,0,0,38912,51255,52493,49436,31912,55651,2985,2978,2592,742,1042,2407,0
41783,1,1,1,33,-2,-2,-2,-2,-2,-2,-399,-166,-601,-878,-1472,-489,0,0,53,1669,0,539,0
189189,1,2,1,29,-1,-1,-1,-1,-1,-1,-193,545,-260,737,-188,-254,0,0,0,0,1450,336,0
43541,1,1,2,35,-1,-1,-1,-1,-1,-1,-994,1740,935,-1110,159,709,2449,599,759,1346,0,1943,0
127909,1,1,2,45,1,0,-1,-1,0,-1,15371,12712,638,11838,5750,527,0,663,1634,31745,1868,2943,0
157399,1,2,2,38,1,-2,-2,-2,-2,-2,-48,235,1396,34,411,1890,0,537,468,309,688,2970,0
45192,2,3,1,37,0,0,0,0,0,0,14487,180675,367,9587,-1453,670,0,0,197,0,20756,239,0
174161,1,1,2,46,-2,-2,-2,-2,-2,-2,602,1922,-1862,-1271,-418,936,2676,4866,618,0,0,291,0
173027,1,1,2,44,-2,-2,-2,-2,-2,-2,-2083,131,-1567,-1462,-1881,-922,737,18,20146,11740,7285,116,0
208111,2,1,2,26,-2,-2,-2,-2,-2,-2,-503,573,-1222,-423,-815,502,1635,0,0,495,0,170,0
50982,2,3,1,52,-2,0,-2,0,0,0,30928,64168,58188,56146,35195,32008,1997,4028,1777,1689,4248,2028,1
14010,1,1,2,29,4,3,4,4,4,3,39004,48364,128888,27656,212010,48515,1616,593,0,534,31,570,1
476398,2,1,2,47,0,0,0,0,0,0,145974,250236,10161,144514,206956,429237,3657,4939,10234,8466,14808,14495,1
49243,1,1,2,34,-1,-1,-1,-1,0,-1,20654,1717,118,8846,23739,31621,1571,0,2319,2057,1159,2020,0
44785,1,1,2,29,0,0,0,0,0,0,3564,13542,-1292,5771,-467,1027,787,0,2011,419,1050,2772,1
19026,1,3,1,59,0,-1,-1,-2,-1,-1,5012,12410,-138,1629,7435,11183,2832,305,2844,549,0,6758,0
46382,2,2,1,39,0,0,-1,0,0,-1,1736,12515,9673,12865,495,1846,1928,1573,16,1597,1034,0,0
210189,2,2,2,36,-2,-2,-2,-2,-2,-2,17936,843,18247,9467,16708,1077,1195,1175,435,4316,9670,374,0
160383,1,1,2,38,0,0,0,-1,0,0,45226,71185,48559,40475,37688,35020,2336,2559,2137,1225,3233,7076,0
352189,1,2,1,38,-2,-1,-1,-1,0,-1,5797,31401,33067,4807,10358,17106,1666,1048,5002,2356,788,2430,0
172447,1,1,2,33,0,-2,0,0,0,0,13062,12490,2798,19364,879,14923,505,2428,8399,10383,969,126,0
263916,1,2,2,26,0,-1,0,0,0,0,34202,15777,15595,16805,3105,104053,4280,9988,8054,16282,0,36486,0
45006,1,3,2,29,8,2,4,5,4,3,27081,113733,17565,47195,21950,73331,0,0,1341,0,0,283,0
207753,1,1,2,37,2,-1,-1,-1,0,-1,1595,2074,-199,2700,1340,2051,3162,4365,218,151,8198,2350,1
166219,1,2,2,44,1,0,-1,0,0,0,202364,236261,30989,8051,4676,13821,4172,6726,5669,4341,926,29328,0
44731,1,2,2,33,0,0,0,0,0,-2,1939,853,-1913,1375,-575,1897,1312,0,54,439,11,427,0
181700,1,1,2,42,0,0,0,0,0,0,227295,279850,150084,125293,152494,226291,6460,57311,6855,31285,8846,20138,0
50949,2,2,2,33,0,-2,-2,-2,-2,-2,-690,605,215,13449,5133,-627,0,1062,1047,1039,2357,285,0
182932,1,1,2,37,-1,-1,-1,-1,-1,-1,-379,1292,541,921,10300,14689,1940,958,1490,1411,1461,315,0
50009,1,1,2,28,3,2,4,3,3,4,-1159,18615,736,13290,46580,931,0,64,934,2290,995,1877,1
51049,2,1,2,25,0,-2,0,-2,0,-2,8289,7364,16007,22431,2567,5781,616,32,400,435,2407,359,0
176511,1,1,2,45,0,0,0,0,0,0,45362,65492,62963,37308,29224,48705,814,658,2503,20484,4100,2233,0
331281,1,3,2,22,0,0,0,0,0,0,2537,6143,3126,1201,3459,16593,0,361,0,567,230,459,0
21419,2,3,2,26,1,3,3,0,0,0,35739,59050,14845,12423,22501,19807,646,0,458,621,223,629,0
187330,2,3,2,42,-1,-1,-1,-1,-1,-1,1417,240,-332,-1462,-659,154,0,0,83,1191,41,556,1
42974,1,3,2,24,2,2,-1,-2,7,-2,6377,10098,467,11973,22907,2214,0,0,0,168,92,235,0
297603,2,3,2,35,0,0,0,0,0,0,92306,130864,70538,56079,61430,86384,1218,8676,7472,1382,3378,31544,0
44091,2,3,2,27,3,2,7,7,7,7,410,3527,1353,4247,2728,3590,0,126,0,195,2,87,1
90492,2,1,1,38,0,0,2,0,0,0,73639,90344,61264,44493,83658,89395,2669,2804,4754,2488,1250,2003,0
46065,2,3,2,49,-2,-2,-2,-2,-2,-2,1004,1849,461,-1946,-1538,-1803,0,0,0,223,30,348,0
167389,2,3,2,32,2,2,2,6,2,4,42499,53397,54249,43708,47154,120913,0,1136,178,1554,1007,1016,0
18576,1,1,2,42,2,7,6,5,4,3,34428,59931,27101,389,823,6986,0,0,0,22,0,124,0
47014,2,2,2,23,2,2,2,7,7,7,-1052,1049,-1356,1482,563,1189,0,0,0,23,240,578,0
86462,1,2,2,35,0,0,0,0,0,0,40321,60410,51638,83202,30478,48241,3714,1243,2303,1518,1255,3406,0
208873,2,1,2,46,-2,4,0,2,8,5,30438,14508,12838,24999,36333,15770,2261,6901,1141,18882,802,12161,0
45564,2,2,2,35,1,-2,-2,-1,5,-1,12138,16816,13321,24830,7964,14809,724,890,1429,13841,8349,2783,0
176388,1,1,1,35,-2,-2,-2,-2,-2,-2,-824,1631,-1155,-1943,-675,-388,199,0,0,58,0,298,0
154342,1,3,2,40,2,2,3,3,2,0,36933,66840,206003,26437,25361,146220,0,481,976,272,78073,6195,1
49383,2,3,2,43,8,7,6,5,4,3,34629,230301,197460,242403,74944,185855,708,0,0,0,0,493,0
492111,1,1,2,39,-1,-1,-1,-1,-1,-1,13665,7865,17902,22248,9744,22559,1388,13583,2980,14413,9448,3113,0
14171,1,3,2,37,1,2,3,2,2,2,102,13974,30812,14345,32632,51002,4481,0,2579,2447,2741,1720,1
170917,1,1,1,35,-2,-2,-2,-2,-2,-2,-105,1888,524,1818,1549,-674,562,7394,285,420,10948,374,0
46152,2,1,2,25,-1,-1,-1,-1,-1,-1,-662,1692,-1924,348,-954,1128,237,0,464,2039,604,2756,0
189106,1,1,2,36,1,3,3,2,2,0,179060,101421,116946,83851,93400,108287,1939,1663,2065,5616,1101,8940,0
283122,1,2,1,31,-2,-1,-1,2,0,0,214815,251081,203557,370836,257144,249266,7899,6382,11485,13916,326,102758,1
48482,1,2,2,48,-1,4,0,0,0,0,37355,36115,25499,7144,10811,46560,7774,115,143,1681,1557,2392,1
134623,1,1,1,52,-2,-2,-2,-2,-2,-2,2549,2165,2103,-1408,462,565,0,1077,3358,2533,0,721,0
154052,1,2,1,42,2,5,2,7,4,0,156221,59456,238433,150731,3938,2731,26,870,238,183,35,182,1
47193,2,3,1,49,2,2,7,7,7,7,489,4487,1652,1707,644,2728,0,0,0,0,0,361,0
13823,1,3,1,37,8,5,5,4,4,3,46747,198402,33577,88492,18725,41872,0,0,713,161,558,339,0
335299,1,1,2,48,-1,-1,-1,-1,-1,0,9468,6169,4254,3809,2767,17697,4318,23812,9064,2877,4395,5428,0
45729,2,2,2,23,1,2,2,2,2,0,20734,53475,77092,67345,35013,47956,1761,0,346,2304,1361,1868,0
185335,2,1,2,34,0,0,0,0,0,0,51070,59551,98165,69261,73140,100303,3221,465,4073,304,20,292,0
48401,2,4,1,52,0,2,2,0,0,0,36631,50913,13313,29520,23089,46168,1169,1244,1713,1333,1447,2853,0
207968,1,1,1,58,0,-1,-1,0,0,-1,184915,2235,1767,858,900,739,2131,341,891,194,10245,417,0
413796,1,3,1,44,-2,0,0,0,0,0,10556,12409,24281,17604,12394,16394,3152,3358,5684,26833,9055,7480,0
45159,1,3,2,27,0,0,2,0,0,0,84452,69090,28343,56853,24802,39525,3628,0,0,1263,1522,2110,1
183179,2,1,2,48,-1,-1,-1,-1,-1,-1,-1235,5082,6907,19363,11294,16653,1550,8001,5601,7022,1700,13549,0
16836,1,3,1,37,8,7,6,5,4,3,44269,86473,44912,20363,259769,18915,0,0,0,0,0,0,0
284197,1,1,2,28,0,0,0,0,0,0,33907,17915,50505,25912,4513,20453,9377,7581,3128,7372,745,7368,0
182137,2,6,2,32,0,0,0,0,0,0,145509,80487,63778,65925,118122,250149,34783,1719,1463,2139,10158,3253,0
184891,1,3,2,37,0,0,0,0,0,0,41228,95684,70677,55341,38285,32686,4392,1199,2672,1955,2567,1596,0
460968,1,1,1,54,-2,-2,-2,-2,-2,-2,5806,6694,-241,-2276,514,-1745,3480,0,1450,792,8186,277,0
46639,1,1,2,49,0,0,0,0,0,0,75955,57968,39322,82851,189371,83379,1975,547,4447,123,980,2773,0
273742,2,1,2,52,0,0,0,0,0,0,181826,176030,47936,172207,107813,233206,4325,5764,6462,5344,5114,3583,0
153340,1,2,1,41,0,0,0,0,0,0,12672,314,10155,5891,-1020,1499,2327,871,5857,2617,51,549,1
30409,1,2,2,26,-1,2,2,2,2,5,171657,21835,121769,5957,7006,23132,534,4528,16045,2228,7730,6630,1
47934,1,3,2,44,2,2,7,7,8,7,3782,3090,-442,1289,2721,1290,0,27,5,0,659,278,1
47619,2,3,1,23,2,2,4,8,0,8,326,2538,-457,1809,441,-856,0,0,0,0,8,0,1
12537,2,3,2,24,0,-1,0,0,0,0,39579,58450,16720,4810,31675,12188,0,354,2171,2577,1149,1159,0
358235,2,2,2,36,0,3,0,0,0,0,652,118292,-1665,100723,-436,2620,0,0,0,59,3268,393,0
209909,2,1,2,34,1,3,4,3,3,0,111872,208182,108679,64596,75125,140167,1151,3733,1920,2349,7394,3734,1
163693,2,3,2,48,3,0,-2,-2,-2,-2,-36,1088,-127,-1688,-2333,-15,0,0,204,235,0,0,0
205360,2,1,2,37,0,-1,-1,-1,-1,-1,158460,266896,258425,147126,138551,178810,15739,1062,10108,0,341,12233,0
49013,1,3,2,41,1,1,3,-2,6,2,3427,10458,1345,12084,3108,11122,687,36,0,1190,20,195,0
184638,2,2,2,28,-1,-1,-1,-1,-1,-1,3635,2338,-1175,-11,110,1135,1713,0,124,987,2143,5,0
283612,1,3,1,36,-2,-2,-2,-2,-2,-2,-196,716,666,-294,-19,-106,0,0,70,299,176,177,0
13590,2,2,2,57,-1,-1,-1,-1,-1,-1,6967,4907,3970,16495,11298,897,2343,0,1716,1048,1611,261,0
198871,1,1,2,51,-2,-2,-2,-2,-2,-2,-942,-275,1325,-1016,-1693,648,1027,0,0,2050,0,0,0
177498,2,4,1,23,1,-1,0,0,0,0,7271,10208,6625,15709,20199,24589,9925,307,13032,10823,833,2938,0
169052,2,2,2,28,0,0,0,0,0,0,63267,276249,28532,86005,5366,82080,3506,1521,1580,1906,3505,305,0
15971,2,3,2,35,0,0,-1,-1,0,-1,3072,12119,1094,5743,7391,1175,2697,77,397,164,6885,2509,0
403702,1,1,1,53,0,-2,-1,-2,-2,-2,3905,-593,5224,17714,14931,13360,864,118,372,11216,3804,425,0
160656,2,3,1,28,2,2,2,0,2,2,26875,63397,52098,85042,-613,1856,0,761,0,291,944,1562,0
45786,2,3,1,24,1,3,0,2,2,2,25351,50837,21150,23351,27850,44848,3638,0,7002,1854,1298,7124,1
288458,1,1,1,50,1,3,0,2,2,5,324568,164139,178993,169537,275655,239984,7505,7600,4510,138,84353,19535,1
44382,1,3,2,27,0,0,0,0,0,0,98343,99746,26950,52792,96618,47572,3430,16183,2360,2760,3746,6575,0
281761,2,3,1,40,-2,0,0,0,0,0,14881,8450,1215,9653,21783,17346,475,549,2358,2399,1292,4708,0
78117,2,2,2,38,0,0,0,0,0,0,26880,17235,40471,39204,29876,44321,2405,712,3246,1926,922,1984,0
301718,1,1,1,35,0,0,0,0,0,-1,9150,16478,1166,8042,6073,22428,60259,8436,7254,4906,9578,11236,0
46821,2,3,1,27,2,2,2,3,7,4,31536,59100,1319,73863,58457,44990,1048,85,897,30,1575,1915,1
